request_id,mol_id,canonical_smiles,isomeric_smiles,program,method_family,theory_level,basis_set,solvation_model,status,recommended_next_action,notes
qreq_879b224864f92bec,mol_dadafcfjdztokm-uhfffaoysa-n,FC(=C(Cl)C(F)(F)F)C(F)(F)C(F)(F)F,FC(=C(Cl)C(F)(F)F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_202e917a09a42252,mol_nnppmtnajdcuhe-uhfffaoysa-n,CC(C)C,CC(C)C,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.484667
qreq_c25bfa94be7b9c74,mol_qtmuescbcjtsib-uhfffaoysa-n,FC(Cl)=C(Cl)C(F)(F)C(F)(F)C(F)(F)F,FC(Cl)=C(Cl)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_8db1d6aa118636dc,mol_aocgjhkusgfbbf-uhfffaoysa-n,F[C](F)C(F)(F)C(F)(F)OC(F)=C(F)F,F[C](F)C(F)(F)C(F)(F)OC(F)=C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.760333
qreq_6bd298c9aa419df7,mol_rdtlzadgegcjdx-uhfffaoysa-n,N#CC(Cl)=C(Cl)SC(Cl)=C(Cl)C#N,N#CC(Cl)=C(Cl)SC(Cl)=C(Cl)C#N,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.749333
qreq_c67461c003697d8c,mol_aeaipekkskmlqs-uphrsurjsa-n,FC(F)(F)C(Br)=CC(F)(F)C(F)(F)F,FC(F)(F)/C(Br)=C/C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_ecba6d7d6a875d54,mol_wnbupzjqpcxffx-uhfffaoysa-n,CC(I)=CC(F)(F)C(F)(F)F,CC(I)=CC(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.734
qreq_dfdc419ee583ffe1,mol_oevoswwkdhymhx-uhfffaoysa-n,FC(F)=C(F)C(F)(F)C(F)(Cl)Br,FC(F)=C(F)C(F)(F)C(F)(Cl)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.732667
qreq_c64a4eb314d2910e,mol_gslhsvzlthnipp-uhfffaoysa-n,N#CC=C(Br)C(C#N)=CCl,N#CC=C(Br)C(C#N)=CCl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBr; priority_score=0.728
qreq_c30e0b3ee546f836,mol_vehxsrcbndfirv-uhfffaoysa-n,N#CC(C#N)=C(CBr)CBr,N#CC(C#N)=C(CBr)CBr,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.729333
qreq_68d1cd0a60ea47d1,mol_atuoywhbwrkthz-uhfffaoysa-n,CCC,CCC,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.476
qreq_7067e39261bee93c,mol_scwitvdatbovov-uhfffaoysa-n,FC(=C(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)F,FC(=C(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_813f5c59031eb311,mol_glhfhomosbntar-uhfffaoysa-n,FC(F)=C(F)OC(F)(F)OC(F)=C(F)F,FC(F)=C(F)OC(F)(F)OC(F)=C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.759333
qreq_b8d9203387b80d6c,mol_gvcuxnokyqgihh-hwkanzrosa-n,N#CSC(Cl)=C(C(Cl)=C(Cl)Cl)[N+](=O)[O-],N#CS/C(Cl)=C(\C(Cl)=C(Cl)Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_4dad24c11b01136c,mol_cpbveqzeihbloj-uhfffaoysa-n,FC(F)=C(Br)C(F)C(F)(F)C(F)(F)F,FC(F)=C(Br)C(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_4d34f02d18ae3e04,mol_ckusamwaelhzny-gqctyliasa-n,N#CC(F)=C(F)C(F)=C=C(F)I,N#C/C(F)=C(\F)C(F)=C=C(F)I,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.733667
qreq_329aff323c285a70,mol_rcbgnppfuvcujs-uhfffaoysa-n,FC(F)=C(F)C(F)(Cl)C(F)(F)Br,FC(F)=C(F)C(F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.732667
qreq_694fb6ce810f449b,mol_xxpodxweavwtem-uhfffaoysa-n,N#CSCC(Cl)=C(Cl)CBr,N#CSCC(Cl)=C(Cl)CBr,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBr; priority_score=0.727667
qreq_20840ab26b35fee6,mol_xeeyiwiflimxrj-uhfffaoysa-n,N#CC(CBr)=C(C#N)CBr,N#CC(CBr)=C(C#N)CBr,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.729333
qreq_3523c7f6c9a2f92e,mol_qqonpfptgqhpma-uhfffaoysa-n,C=CC,C=CC,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.474667
qreq_e7cc4aa6d74c3e86,mol_sflktuopekbfcc-uhfffaoysa-n,FC(Cl)=C(F)C(F)(F)C(F)(F)C(F)(F)F,FC(Cl)=C(F)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_16e87ed5ba51cf94,mol_jlnikhwrldauli-uhfffaoysa-n,O=S(=O)(F)C(F)=C(F)C(F)(F)C(F)(F)F,O=S(=O)(F)C(F)=C(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.758667
qreq_02a98216a87af1da,mol_gvcuxnokyqgihh-hyxafxhysa-n,N#CSC(Cl)=C(C(Cl)=C(Cl)Cl)[N+](=O)[O-],N#CS/C(Cl)=C(/C(Cl)=C(Cl)Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_b1425b3615539abd,mol_qasfocqslhvfph-owojbtedsa-n,FC(=C(Br)C(F)F)C(F)(F)C(F)(F)F,F/C(=C(/Br)C(F)F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_329e289b63869536,mol_ckusamwaelhzny-xqrvvysfsa-n,N#CC(F)=C(F)C(F)=C=C(F)I,N#C/C(F)=C(/F)C(F)=C=C(F)I,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.733667
qreq_a03693b65d291f52,mol_wxaczqoanhsprd-owojbtedsa-n,FC(Cl)=C(F)C(F)(Cl)C(F)(F)Br,F/C(Cl)=C(/F)C(F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.732667
qreq_36516e5ef73ef337,mol_ygklymsivqqaig-uhfffaoysa-n,C=C(O)C(Br)=CC=C(Cl)Cl,C=C(O)C(Br)=CC=C(Cl)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBr; priority_score=0.726333
qreq_7a5327e5e2a194b5,mol_jayrflhxfcopgt-ijivkgsjsa-n,N#CC=C(Br)NC(Br)=CC#N,N#C/C=C(\Br)N/C(Br)=C/C#N,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.728667
qreq_129c84ec9eda3e56,mol_qgzkdvfqnngyky-uhfffaoysa-n,N,N,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.457333
qreq_72db3ce24776f65e,mol_txkvrxoguifasb-uhfffaoysa-n,FC(F)=C(F)C(Cl)(C(F)(F)F)C(F)(F)F,FC(F)=C(F)C(Cl)(C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_c753b1e847445094,mol_rqdwdzhagixhgq-uhfffaoysa-n,O=S(=O)(F)C(F)(F)C(F)(F)C(F)=C(F)F,O=S(=O)(F)C(F)(F)C(F)(F)C(F)=C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.758667
qreq_31eef43cda3a46e1,mol_iyhwwirfhibtpc-hwkanzrosa-n,N#CSC(C(Cl)=C(Cl)Cl)=C(Cl)[N+](=O)[O-],N#CS/C(C(Cl)=C(Cl)Cl)=C(\Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_b0aad2cfa5ba91bc,mol_qasfocqslhvfph-uphrsurjsa-n,FC(=C(Br)C(F)F)C(F)(F)C(F)(F)F,F/C(=C(\Br)C(F)F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_cb40ac30144ea37a,mol_lgdyhvazicnisu-uhfffaoysa-n,C=COOC(F)(F)C(F)(F)I,C=COOC(F)(F)C(F)(F)I,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.733
qreq_57e911768aceefac,mol_wxaczqoanhsprd-uhfffaoysa-n,FC(Cl)=C(F)C(F)(Cl)C(F)(F)Br,FC(Cl)=C(F)C(F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.732667
qreq_a160509d032058db,mol_bihrcrbjbcylgy-uhfffaoysa-n,O=C(C=CBr)OC(=O)C=CBr,O=C(C=CBr)OC(=O)C=CBr,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.727667
qreq_6cd83af16e7e2ba8,mol_mymofizgzyhomd-uhfffaoysa-n,O=O,O=O,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.453333
qreq_e9746caf82241282,mol_tzzablhbgcxdtj-uhfffaoysa-n,FC(=C(Cl)C(F)(F)C(F)(F)F)C(F)(F)F,FC(=C(Cl)C(F)(F)C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_b40ea906b0995342,mol_vqplwcwtdbntlz-uhfffaoysa-n,O=S(=O)(F)C(F)=C(C(F)(F)F)C(F)(F)F,O=S(=O)(F)C(F)=C(C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.758667
qreq_fed336eceaf5bde3,mol_iyhwwirfhibtpc-hyxafxhysa-n,N#CSC(C(Cl)=C(Cl)Cl)=C(Cl)[N+](=O)[O-],N#CS/C(C(Cl)=C(Cl)Cl)=C(/Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_b6ba8a26f4758510,mol_uynwspzhicqwag-uhfffaoysa-n,FC(F)=C(F)C(F)(F)C(F)(F)C(F)Br,FC(F)=C(F)C(F)(F)C(F)(F)C(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_533f4332865cb77f,mol_vilvgskbnyaygf-uhfffaoysa-n,OOC(=C(F)F)C(F)(F)CI,OOC(=C(F)F)C(F)(F)CI,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.733
qreq_4c2183e01a11f3f4,mol_dnfyvwjpgxjdrn-bypyzucnsa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)C=C[C@@](F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_a14404c126ef9029,mol_vrewhlwfxijdho-uhfffaoysa-n,C=C(Br)C(=O)OC(=O)C(=C)Br,C=C(Br)C(=O)OC(=O)C(=C)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.727667
qreq_1fd44e958e55cdbb,mol_xlyofnoqvpjjnp-uhfffaoysa-n,O,O,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.448015
qreq_4991ea94a3c350ee,mol_vmdpbrciafdnci-uhfffaoysa-n,FC(F)(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)Cl,FC(F)(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_a6489bb5434b9c36,mol_qvhveesdsjybgp-uhfffaoysa-n,O=S(=O)(OC(F)=C(F)F)OC(F)=C(F)F,O=S(=O)(OC(F)=C(F)F)OC(F)=C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.758
qreq_cddc8bcf93ac0ddf,mol_mabbgnzdqdwxox-uhfffaoysa-n,N#CC(=CCl)S(=O)(=O)C(C#N)=CCl,N#CC(=CCl)S(=O)(=O)C(C#N)=CCl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_8f4ff64c8a9ca3f5,mol_vypjcwxllixwpa-owojbtedsa-n,FC=C(Br)C(F)(F)C(F)(F)C(F)(F)F,F/C=C(/Br)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_57df760209046393,mol_hhdnhmabfkstjy-uhfffaoysa-n,CN(I)C(=C(F)F)C(F)(F)F,CN(I)C(=C(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.732667
qreq_cd0b5b4a410288eb,mol_dnfyvwjpgxjdrn-hylwagpfsa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)/C=C\[C@](F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_04a9fcd959fcc15c,mol_qrskdjmitmqita-uhfffaoysa-n,COC(=O)C(Br)=C(Br)[N+](=O)[O-],COC(=O)C(Br)=C(Br)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Br; priority_score=0.726333
qreq_32f137de422f887e,mol_gkaogpiiycishv-uhfffaoysa-n,[Ne],[Ne],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.432
qreq_f173603373984528,mol_ydycbrduvscrav-uhfffaoysa-n,FC(F)(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)F,FC(F)(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_dd05cea930dc832d,mol_kaaufoamwfqsfn-uhfffaoysa-n,O=C(OF)C(=C(F)F)C(F)(F)C(=O)OF,O=C(OF)C(=C(F)F)C(F)(F)C(=O)OF,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.757667
qreq_bb3304a35deeaecd,mol_vyzohaotsnlvmi-uhfffaoysa-n,N#CC(Cl)=CS(=O)(=O)C=C(Cl)C#N,N#CC(Cl)=CS(=O)(=O)C=C(Cl)C#N,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.747333
qreq_4ebfe0c00fe43250,mol_vypjcwxllixwpa-uphrsurjsa-n,FC=C(Br)C(F)(F)C(F)(F)C(F)(F)F,F/C=C(\Br)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748333
qreq_d6f21923f10343e0,mol_owhpwdnycwyear-uhfffaoysa-n,CN(I)C(F)(F)C(F)=C(F)F,CN(I)C(F)(F)C(F)=C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.732667
qreq_b229c60a6347ebfc,mol_dnfyvwjpgxjdrn-owojbtedsa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)/C=C/C(F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_8efc7fa4ee8ed5ac,mol_vggsqfucumxweo-uhfffaoysa-n,C=C,C=C,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.421
qreq_5ac7b7dae9668563,mol_yjbueepbsldzmj-uhfffaoysa-n,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)Cl,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_2fcf59b759dbc2df,mol_pqqfhjytfnejst-uhfffaoysa-n,O=S(=O)(F)ON(C(F)=C(F)F)C(F)(F)F,O=S(=O)(F)ON(C(F)=C(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.757667
qreq_51443f81f7544b8e,mol_abmvkgouosmmps-uhfffaoysa-n,N#CC(NC(=O)C(Cl)(Cl)Cl)=C(Cl)Cl,N#CC(NC(=O)C(Cl)(Cl)Cl)=C(Cl)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.744667
qreq_8f1ba28cd6cca308,mol_hpfizefcfsbdry-uhfffaoysa-n,FC(F)(F)C(F)(F)C(F)(F)C=CBr,FC(F)(F)C(F)(F)C(F)(F)C=CBr,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748
qreq_3f59fc09f224b1f1,mol_aaxqtntzmacldp-uhfffaoysa-n,FC(F)(F)C=C(I)C(F)(F)F,FC(F)(F)C=C(I)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.732333
qreq_2f10d4585e64a9f8,mol_dnfyvwjpgxjdrn-qphdtyrisa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)/C=C/[C@@](F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_68d2bbb0eb5be7da,mol_swqjxjoglnczey-uhfffaoysa-n,[He],[He],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.362
qreq_77eceba005b52295,mol_yrrpccawthvpox-uhfffaoysa-n,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)Cl,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
